Date,Open,High,Low,Close,Volume,returns,log_returns,momentum_3,momentum_5,momentum_10,momentum_20,sma20,sma50,ema12,ema26,price_vs_sma20,price_vs_sma50,atr,volatility_10,volatility_20,bb_upper,bb_lower,bb_width,bb_pct,rsi,macd,macd_signal,macd_hist,stoch_k,stoch_d,obv,volume_ratio,body_size,upper_wick,lower_wick,regime,label
2020-03-26,8451.0,8749.0498046875,8304.900390625,8641.4501953125,865600,0.038904356430389475,0.03816665439616388,0.13550148750862334,0.045743604797717996,-0.09892443357717484,-0.2600547848343109,9762.425048828125,11154.48603515625,8895.900775485625,9814.435637964516,-0.12972068671109055,-0.2908118178135112,529.2017483293579,0.06465291641054548,0.049277070459334,12391.867726139753,7132.982371516497,0.6085651407764759,0.2868417396605867,35.67034601032131,-941.7757379680115,-832.4441416399139,-109.33159632809759,32.075773390358606,20.117626182068452,-6073700,0.8398175996895305,190.4501953125,107.599609375,146.099609375,0,HOLD
2020-03-27,8949.099609375,9038.900390625,8522.900390625,8660.25,801500,0.0021755381634551707,0.002173175106963937,0.11013904754155313,-0.009742230921189976,-0.13007776537956917,-0.2555637570252891,9613.77255859375,11080.8250390625,8859.645449267593,9728.151395709365,-0.11010335251219648,-0.2795040603980832,528.2587663058323,0.06275422949088946,0.04935938162541741,12137.36167710843,7090.183440079069,0.5827982144891154,0.311078088822304,35.94729362839796,-890.8245540617208,-844.1202241242753,-46.70432993744555,35.46266741465795,29.446510762290966,-5272200,0.7704175057312711,288.849609375,89.80078125,137.349609375,0,HOLD
2020-03-30,8385.9501953125,8576.0,8244.0,8281.099609375,593300,-0.04378053643081892,-0.04476782787370225,-0.00441820923987124,0.08815079785486679,-0.09962606196681345,-0.26073161699064873,9467.7400390625,10999.33703125,8770.635570164934,9620.047060148365,-0.1432950315371294,-0.32824595163638576,520.25814014113,0.059848982427875376,0.04955015825885136,11944.445314034872,6991.034764090129,0.5981585518349528,0.26043971770096896,32.87349668675647,-870.999303768338,-849.4960400530879,-21.503263715250114,25.37902556492331,30.972488789979952,-5865500,0.5762907776962933,104.8505859375,190.0498046875,37.099609375,0,BUY
2020-03-31,8529.349609375,8678.2998046875,8358.0,8597.75,712700,0.03823772271336057,0.03752477847769833,-0.0050570441679111955,0.10212730533187697,-0.04118409206274842,-0.22770654151040848,9340.9900390625,10924.2450390625,8744.037075371676,9543.722988709871,-0.08644587700997362,-0.2705934737649385,511.468286939085,0.06126596386058625,0.05088638194480948,11721.479835025792,6960.50024309921,0.5537471538398513,0.3438892617134524,37.66727854392541,-820.2809220496674,-843.6530164524039,23.37209440273648,41.03197455472896,33.95788917810341,-5152800,0.691196865513863,68.400390625,80.5498046875,171.349609375,0,BUY
2020-04-01,8584.099609375,8588.099609375,8198.349609375,8253.7998046875,506300,-0.04000467509668226,-0.040826864424490454,-0.046932847817614975,-0.0077002840512180315,-0.025387304571894198,-0.2697884735159698,9188.5150390625,10844.8300390625,8668.614241820587,9447.474450499016,-0.11324665687240884,-0.31391968495571004,503.4634372023646,0.059950388006492876,0.050851551439109466,11433.509864017778,6943.520214107223,0.5439906171895034,0.2918224077879749,34.763225629481795,-798.63398987849,-834.6492111376211,36.01522125913118,28.044391680321198,31.485130599991162,-5659100,0.4955951448707904,330.2998046875,4.0,55.4501953125,0,BUY
2020-04-03,8356.5498046875,8356.5498046875,8055.7998046875,8083.7998046875,697000,-0.020596574186770744,-0.02081164185069997,-0.023825314752178306,-0.06453203779702321,-0.021740361033083744,-0.2815038836825615,9030.155029296875,10763.10904296875,8578.64105886367,9345.77797715316,-0.1170681174044684,-0.3314418099181052,488.98390597362425,0.05980324286653121,0.05081647243130155,11111.741083318537,6948.568975275213,0.5150018813713387,0.27268409759441065,33.39287368391359,-786.1341542471855,-824.946199759534,38.812045512348504,27.387484112938647,32.154616782662934,-6356100,0.6856423347252751,272.75,0.0,28.0,0,BUY
2020-04-07,8446.2998046875,8819.400390625,8360.9501953125,8792.2001953125,814200,0.08763210467115035,0.08400295216282225,0.022616404909714838,0.015236303260587114,0.005345636754647387,-0.2197887838040199,8906.3150390625,10696.8150390625,8611.496845519167,9304.515419519266,-0.012979099794706581,-0.21662550913768225,506.5993831139011,0.06360440034742045,0.05571284155767431,10717.528518365049,7095.101559759952,0.412004603868821,0.4684976826159633,43.40457594951645,-710.8714694805258,-802.1312537037325,91.25978422320668,67.68638959984253,41.03942179770079,-5541900,0.822715101298438,345.900390625,27.2001953125,85.349609375,0,HOLD
2020-04-08,8688.900390625,9131.7001953125,8653.900390625,8748.75,896500,-0.004941902407507137,-0.004954153987953298,0.05996634362653275,0.05647201611916075,0.14960086725140442,-0.20389556852154989,8794.280029296875,10628.183046875,8632.613006323581,9263.10900762172,-0.00520417537326761,-0.21482303721960275,504.5422703691582,0.04400048751252476,0.05562757511844819,10332.903383604393,7255.656674989357,0.3517355860682995,0.4852042966948686,42.97786898542604,-647.2699916457586,-771.1590012921378,123.88900964637912,76.3698523857717,57.14790869951762,-6438400,0.9497576608311031,59.849609375,382.9501953125,35.0,0,BUY
2020-04-09,8973.0498046875,9128.349609375,8904.5498046875,9111.900390625,742100,0.04150883161880259,0.0406704613937413,0.12718036205465433,0.05980057464162125,0.16803515151894488,-0.12816879759789612,8727.3025390625,10565.4560546875,8706.350386478325,9251.848286433127,0.04220830288687112,-0.15952277809775292,495.6177945838612,0.04472399353649319,0.0559563486279583,10076.506688399333,7378.098389725668,0.2961411103055942,0.6425276714983779,47.61334509508776,-561.0942158376547,-729.1460442012412,168.05182836358654,98.77824241056538,80.94482813205987,-5696300,0.8220392022198705,138.8505859375,16.44921875,68.5,0,HOLD
2020-04-13,9103.9501953125,9112.0498046875,8912.400390625,8993.849609375,644000,-0.01295567073707915,-0.013040327423561648,0.022935034414936162,0.08966171002441947,0.08127100533749543,-0.14003583019854893,8654.075,10502.953046875,8750.581472400847,9232.642388772181,0.03777855135812204,-0.16779282543561128,474.47719597519256,0.041864449166847645,0.05596263021053423,9755.788329537543,7552.361670462458,0.24499260658953861,0.6542028222155438,46.29581757650639,-496.6005026308776,-682.6369358871685,186.03643325629093,91.49385550840934,88.88065010158215,-6340300,0.7368168140681661,110.1005859375,8.099609375,81.44921875,0,HOLD
2020-04-15,9196.400390625,9261.2001953125,8874.099609375,8925.2998046875,879100,-0.007621853562688519,-0.007651048328648555,0.020180003393341917,0.10409708557008601,0.032847450712494064,-0.0693263983208684,8620.832470703124,10440.343046875,8777.461440156818,9209.77165081148,0.03411284109744658,-0.16974704215446187,468.23600954392884,0.04069354587034126,0.05295988142075189,9644.950212475665,7596.714728930583,0.2294864630171151,0.6486485984788993,45.50832959361156,-445.8803356475819,-635.2856158392512,189.40528019166936,80.80678979020452,90.35962923639308,-7219400,1.033250667011435,271.1005859375,64.7998046875,51.2001953125,0,HOLD
2020-04-16,8851.25,9053.75,8821.900390625,8992.7998046875,719400,0.007562771164790316,0.007534316783542481,-0.013070883222125573,0.022815632596940638,0.038399561754856926,-0.09667313280933876,8572.712451171876,10377.60904296875,8810.590653260377,9193.63129838154,0.04671374462229812,-0.15399088919553372,451.3512666747196,0.0407028778935555,0.0521718736943639,9415.991466983953,7729.433435359799,0.1875453772188985,0.749079691085596,46.47382589394396,-395.67644031140844,-587.3637807336827,191.68734042227425,84.66371203656041,85.65478577839143,-6500000,0.8801291932760761,141.5498046875,60.9501953125,29.349609375,0,BUY
2020-04-17,9323.4501953125,9324.0,9091.349609375,9266.75,684200,0.03046328187687486,0.03000848934711599,0.03034300132621004,0.05920845835119293,0.11902409548475301,0.007540131605631606,8576.179931640625,10322.228046875,8880.769433629026,9199.068823592199,0.07452127966756145,-0.11389948437963683,442.76904729170394,0.03756740399694249,0.049779154444841114,9430.206877540351,7722.1529857409,0.18432070486410573,0.9043022715348564,50.32103306817888,-329.98019402239515,-535.8870633914252,205.90686936903,96.44244213142768,87.30431465273087,-5815800,0.8481415139363201,56.7001953125,0.5498046875,175.400390625,0,HOLD
2020-04-20,9390.2001953125,9390.849609375,9230.7998046875,9261.849609375,726400,-0.0005288143766692954,-0.0005289542483047096,0.037707394939355154,0.016456415492017262,0.07724109323660255,0.032875896878970634,8590.919921875,10268.223046875,8939.397449393873,9203.736200961312,0.07244014055474121,-0.10865793334425689,422.57481567711795,0.036536900914251345,0.04938937107273754,9480.84446077485,7700.995382975149,0.1921699393605039,0.8769587522154102,50.25145509353334,-275.1392322900083,-483.7374971711418,208.5982648811335,90.33743913170375,90.48119776656394,-6542200,0.9122820237489705,128.3505859375,0.6494140625,31.0498046875,0,HOLD
2020-04-21,9016.9501953125,9044.400390625,8909.400390625,8981.4501953125,655100,-0.030274667144095657,-0.030742409586860843,-0.0012620773976402822,-0.001378654814238267,0.08815944266200315,0.06053400746836024,8616.55244140625,10213.69404296875,8945.867130290046,9187.215021029417,0.040627932680258494,-0.13719876198827763,417.5658444680381,0.03522078475737882,0.04812385780507544,9520.354242132431,7712.750640680068,0.20125965875708668,0.7018682379324553,46.30605456641021,-251.40522143013004,-437.27104202293947,185.86582059280943,69.3345212571804,85.37146750677061,-7197300,0.8697903527756006,35.5,27.4501953125,72.0498046875,0,BUY
2020-04-22,9026.75,9209.75,8946.25,9187.2998046875,734400,0.02291941778872575,0.022660713376927297,-0.008573684982599028,0.02935475622481598,0.13650758636552585,0.11179950112110082,8662.744921875,10157.84703125,8983.010753116134,9187.221320913697,0.057095653125944945,-0.10564009526142942,406.56114129174966,0.03381453967477478,0.0478179057934152,9583.905594769623,7741.584248980378,0.2005291418539825,0.7847249661469871,49.44418643231247,-213.52413044811692,-392.521659707975,178.99752925985808,84.753392422304,81.47511760372937,-6462900,0.9876211160495142,160.5498046875,22.4501953125,80.5,0,BUY
2020-04-23,9232.349609375,9343.599609375,9170.150390625,9313.900390625,666700,0.01377995587701486,0.013685875581327233,0.005619912160667484,0.03570640878385012,0.05933670568495941,0.0649995349144159,8691.167431640624,10102.34203125,9033.917007121103,9196.632083809427,0.06686059898291309,-0.08465214438181173,389.9102896816247,0.02168368468114498,0.04628601234472475,9654.87811721379,7727.45674606746,0.20694030323605297,0.8230912390543761,51.32824011687222,-171.31269754755886,-348.27986727589183,176.96716972833298,94.23622860511846,82.77471409486763,-5796200,0.9216647197472908,81.55078125,29.69921875,62.19921875,0,BUY
2020-04-24,9163.900390625,9296.900390625,9141.2998046875,9154.400390625,659400,-0.017124941572334906,-0.017273269224786485,0.01925637748375686,-0.012123949537324319,0.04636666845263604,0.20290402951611308,8768.374951171874,10042.67103515625,9052.452960316716,9193.495438103835,0.04216829316843662,-0.09703209458053927,374.3881679856158,0.022685332209788033,0.03446450878950629,9613.439881962518,7923.31002038123,0.18462485684066718,0.7283998692805955,48.85784655885972,-149.0124273542715,-308.4263792915678,159.4139519372963,82.28910877183743,87.09290993308662,-6455600,0.9112013929193254,9.5,133.0,13.1005859375,0,HOLD
2020-04-27,9259.7001953125,9377.099609375,9250.349609375,9282.2998046875,512800,0.013971358975458648,0.01387465918374464,0.010340361370544393,0.0022080033875522265,0.018700754700722966,0.18987829036932258,8842.437451171874,9986.3500390625,9087.814090845462,9200.08983688061,0.047387216828904635,-0.07584868504456824,363.5532430402146,0.019122025165437796,0.03429517038729056,9589.347007165909,8095.527895177841,0.1609320042898958,0.7944548975072588,50.89862553834859,-119.63975611118985,-270.66905465549223,151.02929854430238,91.8692318214369,89.46485639946427,-5942800,0.7198405345461681,22.599609375,94.7998046875,9.3505859375,0,HOLD
2020-04-28,9389.7998046875,9404.400390625,9260.0,9380.900390625,614500,0.010622430648890235,0.010566409007242056,0.007193549124429044,0.044475022031628786,0.04303505151415332,0.1278035587529549,8895.589990234375,9933.338046875,9132.904374483567,9213.51393031756,0.05173388269591155,-0.05888961967894791,347.89946786769934,0.018514403502681798,0.03158003087950206,9636.888244569782,8154.291735898969,0.15804415854926643,0.8273381513793601,52.4731577357379,-87.39798966520175,-234.01484165743415,146.6168519922324,97.74785609264637,90.63539889530689,-5328300,0.8700761759125522,8.8994140625,14.6005859375,120.900390625,0,HOLD
2020-04-29,9408.599609375,9599.849609375,9392.349609375,9553.349609375,653000,0.018383013524196468,0.01821608855026957,0.04358004912681812,0.039843023790378185,0.0703673622658203,0.105526201442109,8941.1849609375,9882.24703125,9197.588358339397,9238.7403945947,0.06407853511785681,-0.034427445380230154,338.68873578786366,0.018468063620623677,0.030795308631539477,9725.289311587887,8157.080610287114,0.1641527595474828,0.8903591708991543,55.18019525880037,-47.38472511731743,-196.6888183494108,149.30409323209338,95.08430272172049,94.90046354526793,-4675300,0.9387174216178127,144.75,46.5,16.25,0,HOLD
2020-04-30,9753.5,9889.0498046875,9731.5,9859.900390625,931200,0.03208830345213909,0.03158422875946422,0.06222602136227229,0.0586220570438547,0.09642164896026295,0.13852375977887466,9001.16748046875,9835.42103515625,9299.48265252986,9284.842694032668,0.08709346708743136,0.002482718333749589,338.47526861105194,0.020109947655304338,0.031348240463701736,9869.182883445785,8133.152077491715,0.17606981178072792,0.994653036806753,59.586803088898236,8.958888917262811,-155.55927689607608,164.5181658133389,97.26847865178205,96.7002124887163,-3744100,1.3262784586570555,106.400390625,29.1494140625,22.0,0,HOLD
2020-05-04,9533.5,9533.5,9266.9501953125,9293.5,687500,-0.05744483901313502,-0.059160835126554547,-0.009316844544298264,0.01519483564619395,0.0028866646882672597,0.12225434282650882,9051.7875,9777.79802734375,9298.562243413615,9285.485143009477,0.02600876957012962,-0.05211147870487434,356.6520490897268,0.02768220388304076,0.03263495680742597,9862.091953211759,8241.483046788242,0.174380901320656,0.6491491864824932,49.83706968153538,7.817713322790951,-122.88387885230269,130.70159217509365,44.19246294477932,78.84841477276062,-4431600,0.9726594277225608,240.0,0.0,26.5498046875,0,HOLD
2020-05-05,9429.400390625,9450.900390625,9190.75,9205.599609375,725200,-0.009458265521601117,-0.009503278972569803,-0.03640084517149278,-0.008263059470861589,-0.006073300946612514,0.07069868388531875,9082.17998046875,9719.641015625,9284.260286110632,9279.557726105486,0.013407016831424918,-0.055840078654572335,349.75907348510344,0.02786746281303082,0.03191170238985938,9867.291512759202,8297.0684481783,0.17057260050521697,0.5786000611566686,48.51049915878864,-0.17745784322505642,-98.34259465048717,98.16513680726212,35.955529159624106,59.13882358539516,-5156800,1.0250901123754315,223.80078125,21.5,14.849609375,0,HOLD
2020-05-06,9226.7998046875,9346.900390625,9116.5,9270.900390625,722200,0.007093593467121684,0.0070685522845568985,-0.05973691180085694,-0.011725953311467974,0.03222755668829147,0.12322816278629234,9133.035009765625,9664.14302734375,9282.204915920005,9278.915441692012,0.014870764979719639,-0.04241687647905365,341.23345328081035,0.025825168883032358,0.030192838198739035,9822.915809348242,8443.154210183007,0.1488271409495985,0.599919711450286,49.584135777577565,-1.230279393883393,-78.92013159916641,77.68985220528302,42.07470801026025,40.74090003822123,-4434600,1.0055064775946911,44.1005859375,76.0,110.2998046875,0,HOLD
2020-05-07,9234.0498046875,9277.849609375,9175.900390625,9199.0498046875,708700,-0.007750119504051356,-0.0077803077564110755,-0.010163038178565675,-0.03708644812284634,0.0012789394326726544,0.13796111073326034,9188.797509765625,9608.2740234375,9269.411813171206,9272.990925122305,0.0011144949901945786,-0.04448548789696452,324.14172224289536,0.025070569034785762,0.02972457402437106,9682.953739638728,8694.641279892523,0.10743636361688104,0.5103735360414225,48.38855773028303,-7.772789978229412,-64.69066327497902,56.917873296749605,29.56663985142963,35.865625673771326,-5143300,0.9859076554957347,35.0,43.7998046875,23.1494140625,0,HOLD
2020-05-08,9376.9501953125,9382.650390625,9238.2001953125,9251.5,609100,0.0057016970693835045,0.005685503917787226,0.0049861380651679,-0.061704516934418474,-0.006699705602156714,0.0522394616233115,9211.7625,9550.786015625,9266.656148018337,9271.396876316448,0.004295249419013054,-0.0323499989866509,314.1030696496528,0.0247198056627796,0.022866853256344622,9671.5551172815,8751.969882718502,0.09939850127687373,0.5432124163219519,49.34868192580471,-8.626048616497428,-53.477740343282704,44.851691726785276,34.92061593303568,35.520654598241855,-4534200,0.8596126027590574,125.4501953125,5.7001953125,13.2998046875,0,HOLD
2020-05-11,9348.150390625,9439.900390625,9219.9501953125,9239.2001953125,704600,-0.0013294930214019507,-0.001330377581346701,-0.003419322177655615,-0.005842772334158308,0.009263283346699902,0.056059459387055366,9236.285009765625,9493.95302734375,9262.432153234608,9269.008984768581,0.00031552358269651746,-0.027573039510551896,307.3778643398562,0.024026721278306334,0.022816697581889523,9644.057357233316,8828.512662297933,0.08827005343483613,0.5035745257917504,49.11792369128255,-10.177434548997553,-44.81767918442568,34.640244635428125,33.66508466736646,32.717446817277256,-5238800,1.0080402872757432,108.9501953125,91.75,19.25,0,HOLD
2020-05-12,9168.849609375,9240.849609375,9043.9501953125,9196.5498046875,805500,-0.004616242718351149,-0.004626930470959459,-0.0002717671991215864,-0.0009830760701653452,-0.009238012324994771,0.00928998457331609,9240.51748046875,9441.296015625,9252.296403122156,9263.635486800185,-0.004780888128158666,-0.026612829390947414,299.48654646290225,0.023643806958161248,0.020974063719521055,9644.779898626894,8836.255062310607,0.08791610478792597,0.4456198822759524,48.27495201571531,-14.67923606108343,-38.78999055975723,24.1107544986738,26.548563485380043,31.711421361927393,-6044300,1.1471907712027327,27.7001953125,44.2998046875,124.8994140625,0,HOLD
2020-05-13,9584.2001953125,9584.5,9351.099609375,9383.5498046875,846400,0.02033371253039773,0.02012974293547344,0.014273339965140686,0.012150860144761522,0.0002824264145420141,0.04332963216399399,9260.002490234376,9393.00900390625,9272.489241182191,9272.527453914756,0.013166372750684064,-0.001008061918531659,305.8053785235878,0.02434815025627213,0.02115561366114365,9652.216821615959,8867.788158852793,0.0835961527450208,0.6574997451231177,52.15232102338958,-3.1216248689979693,-31.65631742160538,28.53469255260741,40.18456589113247,33.466071347959655,-5197900,1.1883134204725718,200.650390625,0.2998046875,32.4501953125,0,HOLD
2020-05-14,9213.9501953125,9281.099609375,9119.75,9142.75,602600,-0.025661909373274727,-0.025996919937107583,-0.010439236435360932,-0.0061201760924058934,-0.042979648622098576,0.0243633491390729,9270.875,9342.29400390625,9252.52935202684,9262.9048652249,-0.014013836099641793,-0.02182538119343201,302.80498039243867,0.024694879378244092,0.021971491625335026,9636.5301484903,8905.2198515097,0.07998800109164077,0.32480077126040535,47.24144866360804,-13.240043541223713,-27.973062645529048,14.733019104305335,11.690906443628363,26.141345273380292,-5800500,0.8627737330784802,71.2001953125,67.1494140625,23.0,0,HOLD
2020-05-15,9182.400390625,9182.400390625,9050.0,9136.849609375,575900,-0.0006453627874545287,-0.0006455711236580218,-0.006491586147021167,-0.012392627209101281,-0.07333246306803376,0.01601834888089182,9278.077490234375,9292.365,9234.73246409324,9253.558945882169,-0.015456955832398256,-0.017020679695267275,290.63322398047876,0.021300600762512608,0.02192765247967526,9626.823217623223,8929.331762845526,0.07633828776846951,0.2975202708330183,47.12435329296013,-21.487382282526596,-26.675926572928557,5.1885442904019605,10.99271766688006,20.956063333880298,-6376400,0.8331042863135955,45.55078125,0.0,86.849609375,0,HOLD
2020-05-18,9158.2998046875,9158.2998046875,8806.75,8823.25,773000,-0.034322509703259896,-0.03492536149006188,-0.05971085744198912,-0.045020151800967745,-0.05059988163770379,-0.04785928184099064,9255.902490234375,9244.795,9171.427456227477,9221.657366420286,-0.04903550168411587,-0.047776612926076004,294.98440831669456,0.01580886370124506,0.022134438786511338,9657.156283536762,8854.648696931989,0.09095374001697488,-0.0391257322124394,41.26939207895191,-52.720595066653914,-31.88486027167363,-20.835734794980283,1.5245313663125126,8.069385158940312,-7149400,1.111095140216468,335.0498046875,0.0,16.5,1,BUY
2020-05-19,8961.7001953125,9030.349609375,8855.2998046875,8879.099609375,762200,0.00632982284022332,0.006309873650596998,-0.028837099409368072,-0.034518401145470334,-0.03546754300148924,-0.041325438885616794,9236.764990234375,9199.7219921875,9126.453933278042,9196.262933059514,-0.04028171735811292,-0.036109785554604104,288.7069226780021,0.01610697518630675,0.022214893117319643,9670.27235992274,8803.25762054601,0.09764669589485081,0.08747485525266045,42.63631790745944,-72.13501692667523,-39.93489160267396,-32.20012532400128,6.684802959554262,6.400683997582278,-6387200,1.0927598566308228,82.6005859375,68.6494140625,23.7998046875,1,BUY
2020-05-20,8889.150390625,9093.7998046875,8875.349609375,9066.5498046875,622300,0.021111396826158035,0.020891638839326522,-0.007694096728413702,-0.03378252437490603,-0.022042150959160844,0.009475041059562317,9241.019970703124,9154.9869921875,9117.23791209922,9186.647616837183,-0.019243281046713204,-0.00975422728657783,283.6885850090377,0.017664733208909957,0.02172295302469004,9666.00671533867,8816.033226067579,0.09374828436189102,0.2947345791154748,47.087630603715624,-71.57040289547876,-46.26199386123492,-25.308409034243844,24.004421285330807,10.73791853706586,-5764900,0.894289081137009,177.3994140625,27.25,13.80078125,1,BUY
2020-05-21,9079.4501953125,9178.5498046875,9056.099609375,9106.25,631500,0.004378754451001221,0.004369195599480915,0.03207434902105244,-0.003992234283995533,-0.010087977199581322,-0.008821939678745117,9236.96748046875,9112.0919921875,9115.547463867339,9180.688257264628,-0.014354699296499577,-0.0006415365477006751,272.1715571735707,0.017648916780077267,0.021111801116359522,9665.457223824218,8808.47773711328,0.09410893471087853,0.3474672002117733,48.00782690381384,-67.14545720057504,-50.438686529102945,-16.706770671472093,38.50851816136291,23.065914135415994,-5133400,0.9142699955842845,26.7998046875,72.2998046875,23.3505859375,1,BUY
