Date,Close,High,Low,Open,Volume,sma20,sma50,sma_cross,rsi,macd,macd_signal,macd_diff,bb_upper,bb_lower,bb_width,bb_pos,volume_ma20,volume_ratio,day_of_week,month,future_return,label,atr,atr_ratio,returns,volatility_10,volatility_20,high_52w,low_52w,dist_52w_high,dist_52w_low,weekly_return,monthly_return,quarterly_return,obv,obv_ratio,upper_wick,lower_wick,body_size,wick_ratio,atr_20,regime_vol,trend_strength
2025-05-23,24853.150390625,24909.05078125,24614.05078125,24639.5,270500,24553.95732421875,23724.7598828125,0.0333638765457692,59.33424377417408,313.8784697042902,343.688108500452,-29.80963879616177,25161.51083297088,23946.403815466623,0.0488914684217503,0.7462277495695572,366485.0,0.7380929642413742,4,5,-0.0041222609715364,0,300.99288504464283,0.01211085437112963,0.009892488718005854,0.01530332215837375,0.011715543264284086,26277.349609375,21281.44921875,-0.05419873921538445,0.1678316704450821,-0.006660740110684182,0.0215463959072677,0.08390594505380689,3025300.0,0.9069338333715556,55.900390625,25.44921875,213.650390625,0.14252804212422662,278.63814871651783,1.0675003286187685,0.9599724948153081
2025-05-26,25001.150390625,25079.19921875,24900.5,24919.349609375,302800,24602.04736328125,23773.732890625,0.0331310543600767,61.44871101091153,315.8895182240958,338.1283904451808,-22.23887222108499,25191.0318845226,24013.062842039904,0.0471165935998052,0.8388060406940739,362240.0,0.8359098939929329,0,5,-0.0113815075228178,-1,301.05357142857144,0.012041588755910262,0.005954979456279652,0.009495390820079363,0.011520934886976161,26277.349609375,21281.44921875,-0.048566512137688686,0.1747860840509753,0.0022329191744172583,0.03111562382444122,0.08892399183889022,3328100.0,0.9911888697123167,78.048828125,18.849609375,81.80078125,0.7236999188106935,279.1978097098214,1.0614705550761236,1.320909120568869
2025-05-27,24826.19921875,25062.900390625,24704.099609375,24956.650390625,525700,24626.93232421875,23821.050859375,0.0324609279794673,57.63376066380722,299.9090266501662,330.48451768617787,-30.57549103601167,25209.60624675934,24044.25840167816,0.0469402438453427,0.6709934895167453,372500.0,1.4112751677852349,1,5,-0.0114274124786583,-1,310.2822265625,0.01249817677802888,-0.0069977248703164685,0.008549152460984139,0.011436732628886668,26277.349609375,21281.44921875,-0.05522438191815477,0.16656525425331004,0.005764843718906176,0.03273173451698286,0.08197314367031505,2802400.0,0.8397169580935573,106.25,122.099609375,130.451171875,-0.12149840547286002,279.71765485491073,1.1008859678791887,0.6666553506479863
2025-05-28,24752.44921875,24864.25,24737.05078125,24832.5,684400,24647.75732421875,23866.1418359375,0.0315772989320659,56.05392471943381,278.08774092528984,320.00516233400026,-41.917421408710425,25216.9592586302,24078.5553898073,0.0459915646634497,0.5919637550419613,388840.0,1.760106984878099,2,5,-0.0053429056183992,0,298.1499720982143,0.012045271539123709,-0.0029706520659956714,0.0085825708208925,0.011471735120172341,26277.349609375,21281.44921875,-0.058030981559911946,0.16309979477064368,-0.002458344241553778,0.017426031968678757,0.07934228977285551,2118000.0,0.6487291127143862,31.75,15.3984375,80.05078125,0.2042648709289859,280.31070731026784,1.0596798418907156,0.3585407230279279
2025-05-29,24833.599609375,24892.599609375,24677.30078125,24825.099609375,345400,24672.72734375,23913.403828125,0.0305764580072534,57.43649028891688,264.2957363653404,308.86327714026834,-44.56754077492792,25228.37162611557,24117.083061384423,0.0447493952633279,0.6447619193885242,384885.0,0.897410914948621,3,5,-0.0033301341751028,0,297.20703125,0.011967940045944873,0.003278479228775888,0.006753072020790263,0.011481092438887388,26277.349609375,21281.44921875,-0.05494275569880577,0.16691299328879264,0.009098054739913763,0.020449187584660855,0.0838142807082416,2463400.0,0.7624571709787147,59.0,147.798828125,8.5,-10.446920954653303,281.97428850446425,1.0477073265841341,0.5643858628955319
2025-05-30,24750.69921875,24863.94921875,24717.400390625,24812.599609375,853900,24692.92734375,23960.473828125,0.0295932453928464,55.51504944363494,243.8649809894232,295.8636179100993,-51.99863692067612,25228.71224790982,24157.14243959018,0.0432945267060523,0.5539133097549588,406525.0,2.1004858249800136,4,5,0.0101957346848944,1,267.24972098214283,0.010797663476904388,-0.00333823496911434,0.0067946421589006175,0.01152328844728069,26277.349609375,21281.44921875,-0.05809757883954686,0.1630175635286821,-0.004122260971536451,0.017115829300808905,0.08575220959155128,1609500.0,0.5137010894803783,51.349609375,33.298828125,61.900390625,0.29161013472535563,282.4103585379464,0.9445177833855023,0.21019277705167763
2025-06-02,24716.599609375,24754.400390625,24526.150390625,24669.69921875,311100,24705.6998046875,24004.6308203125,0.0283642974945908,54.70438932267897,222.35869405257108,281.1626331385937,-58.80393908602264,25230.84824515356,24180.55136422145,0.0424935831599475,0.5103778321019342,407505.0,0.763426215629256,0,6,0.0156412943319421,1,253.10323660714286,0.010240212675174819,-0.0013777230725331435,0.0067634372378485704,0.011497492286597407,26277.349609375,21281.44921875,-0.05939525953725445,0.16141524739764734,-0.011381507522817857,0.01519304063772764,0.09591701620679793,1298400.0,0.4320381726888254,37.80078125,143.548828125,46.900390625,-2.254737017400807,282.1023158482143,0.897163094021549,0.0404602380969739
2025-06-03,24542.5,24845.099609375,24502.150390625,24786.30078125,349300,24713.84482421875,24038.7948046875,0.0275053486617603,50.6386175612061,189.0867489062912,262.7474562921332,-73.66070738584204,25223.328962268897,24204.36068616861,0.0415185199592662,0.331844790227908,409850.0,0.852263023057216,1,6,0.0228888662524193,1,261.02818080357144,0.010635761670716979,-0.007043833380258491,0.006292805871394379,0.011593513709590417,26277.349609375,21281.44921875,-0.06602072260575532,0.1532344319096866,-0.011427412478658305,0.0033256657220086527,0.08847742435994199,949100.0,0.33011140520818477,58.798828125,40.349609375,243.80078125,0.07567333728519103,282.3714146205357,0.9312072145253678,0.6555896990621998
2025-06-04,24620.19921875,24644.25,24530.44921875,24560.44921875,280900,24724.134765625,24073.046796875,0.0264452762126371,52.3410460021076,167.0623791460239,243.6104408629114,-76.5480617168875,25217.055714125658,24231.213817124342,0.0400419951212469,0.3945717896640973,407390.0,0.6895112791182896,2,6,0.0211696569651664,1,224.74246651785714,0.009128377253206792,0.003165904807986175,0.006111204472356695,0.011608161663587802,26277.349609375,21281.44921875,-0.06306383312089346,0.15688546234240466,-0.00534290561839923,0.009868890926431728,0.09204452265975083,1230000.0,0.44850734567518585,24.05078125,30.0,59.75,-0.09956851464268505,280.5824776785714,0.8046624679617224,0.41103483371377836
2025-06-05,24750.900390625,24899.849609375,24613.099609375,24691.19921875,388400,24747.98974609375,24104.251796875,0.0260086679296152,55.14359691077222,158.32927832506175,226.55420835534147,-68.22493003027972,25195.514003914304,24300.4654882732,0.0361622608274941,0.5032519405153867,406240.0,0.956085072863332,3,6,0.0055472255941446,0,236.87109375,0.009570201084067254,0.005308696762106768,0.005766557974803861,0.011558641924580594,26277.349609375,21281.44921875,-0.05808992312548169,0.16302701645047007,-0.0033301341751028612,0.013782849245366435,0.11869997173337277,1618400.0,0.6107722963589155,148.94921875,78.099609375,59.701171875,1.186737331088834,278.97889229910714,0.849258674935665,0.012678398169997418
